RawAbundance,sample,group
730296.5938,Abundance.F21.Sample.non.treated,non_treated
76488.39844,Abundance.F21.Sample.non.treated,non_treated
37813380.87,Abundance.F21.Sample.non.treated,non_treated
83218,Abundance.F21.Sample.non.treated,non_treated
1883670.328,Abundance.F21.Sample.non.treated,non_treated
,Abundance.F21.Sample.non.treated,non_treated
171453.25,Abundance.F21.Sample.non.treated,non_treated
4795754.75,Abundance.F21.Sample.non.treated,non_treated
,Abundance.F21.Sample.non.treated,non_treated
157665.8281,Abundance.F21.Sample.non.treated,non_treated
5493020.188,Abundance.F21.Sample.non.treated,non_treated
362445.3438,Abundance.F21.Sample.non.treated,non_treated
,Abundance.F21.Sample.non.treated,non_treated
,Abundance.F21.Sample.non.treated,non_treated
479198.8125,Abundance.F21.Sample.non.treated,non_treated
1245470.281,Abundance.F21.Sample.non.treated,non_treated
440228.875,Abundance.F21.Sample.non.treated,non_treated
,Abundance.F21.Sample.non.treated,non_treated
,Abundance.F21.Sample.non.treated,non_treated
2536789.5,Abundance.F21.Sample.non.treated,non_treated
765613.3438,Abundance.F21.Sample.non.treated,non_treated
,Abundance.F21.Sample.non.treated,non_treated
63009.23828,Abundance.F21.Sample.non.treated,non_treated
,Abundance.F21.Sample.non.treated,non_treated
82952.46875,Abundance.F21.Sample.non.treated,non_treated
,Abundance.F21.Sample.non.treated,non_treated
,Abundance.F21.Sample.non.treated,non_treated
